timestamp,PP,timestamphrv,PPhrv
20121004T100200000,PP8,20121004T113900000,PP8
20121004T100300000,PP8,20121004T114000000,PP8
20121004T100400000,PP8,20121004T114100000,PP8
20121004T100500000,PP8,20121004T114200000,PP8
20121004T100600000,PP8,20121004T114600000,PP8
20121004T100700000,PP8,20121004T114700000,PP8
20121004T100800000,PP8,20121004T114800000,PP8
20121004T100900000,PP8,20121004T114900000,PP8
20121004T101000000,PP8,20121004T115000000,PP8
20121004T101100000,PP8,20121004T115100000,PP8
20121004T101200000,PP8,20121004T115200000,PP8
20121004T101300000,PP8,20121004T115300000,PP8
20121004T101400000,PP8,20121004T115400000,PP8
20121004T101500000,PP8,20121004T115500000,PP8
20121004T101600000,PP8,20121004T115600000,PP8
20121004T101700000,PP8,20121004T115700000,PP8
20121004T101800000,PP8,20121004T115800000,PP8
20121004T101900000,PP8,20121004T115900000,PP8
20121004T102000000,PP8,20121004T120000000,PP8
20121004T102100000,PP8,20121004T120100000,PP8
20121004T102200000,PP8,20121004T120200000,PP8
20121004T102300000,PP8,20121004T120300000,PP8
20121004T102400000,PP8,20121004T120400000,PP8
20121004T102500000,PP8,20121004T120500000,PP8
20121004T103700000,PP8,20121004T120600000,PP8
20121004T103800000,PP8,20121004T120700000,PP8
20121004T103900000,PP8,20121004T120800000,PP8
20121004T104000000,PP8,20121004T120900000,PP8
20121004T104100000,PP8,20121004T140100000,PP9
20121004T104200000,PP8,20121004T140200000,PP9
20121004T104300000,PP8,20121004T140300000,PP9
20121004T104400000,PP8,20121004T140400000,PP9
20121004T104500000,PP8,20121004T140500000,PP9
20121004T104600000,PP8,20121004T140600000,PP9
20121004T104700000,PP8,20121004T141200000,PP9
20121004T104800000,PP8,20121004T141300000,PP9
20121004T104900000,PP8,20121004T141400000,PP9
20121004T105000000,PP8,20121004T141500000,PP9
20121004T105100000,PP8,20121004T141600000,PP9
20121004T105200000,PP8,20121004T141700000,PP9
20121004T105300000,PP8,20121004T141800000,PP9
20121004T105400000,PP8,20121004T141900000,PP9
20121004T105500000,PP8,20121004T142000000,PP9
20121004T105600000,PP8,20121004T142100000,PP9
20121004T105700000,PP8,20121004T142200000,PP9
20121004T105800000,PP8,20121004T142300000,PP9
20121004T105900000,PP8,20121004T142400000,PP9
20121004T110000000,PP8,20121004T142500000,PP9
20121004T110100000,PP8,20121004T142600000,PP9
20121004T110200000,PP8,20121004T142700000,PP9
20121004T110300000,PP8,20121004T142800000,PP9
20121004T110400000,PP8,20121004T142900000,PP9
20121004T110500000,PP8,20121004T143000000,PP9
20121004T110600000,PP8,20121004T143100000,PP9
20121004T110700000,PP8,20121004T143200000,PP9
20121004T110800000,PP8,20121004T143300000,PP9
20121004T110900000,PP8,20121004T143400000,PP9
20121004T111000000,PP8,20121004T143500000,PP9
20121004T111100000,PP8,20121004T143600000,PP9
20121004T111200000,PP8,20121004T143700000,PP9
20121004T111300000,PP8,20121004T143800000,PP9
20121004T111400000,PP8,20121004T143900000,PP9
20121004T111500000,PP8,20121004T144000000,PP9
20121004T111600000,PP8,20121004T144100000,PP9
20121004T111700000,PP8,20121004T144200000,PP9
20121004T111800000,PP8,20121004T144300000,PP9
20121004T111900000,PP8,20121004T144400000,PP9
20121004T112000000,PP8,20121004T144500000,PP9
20121004T112100000,PP8,20121004T144600000,PP9
20121004T112200000,PP8,20121004T144700000,PP9
20121004T112300000,PP8,20121004T144800000,PP9
20121004T112400000,PP8,20121004T144900000,PP9
20121004T113500000,PP8,20121004T150600000,PP9
20121004T113600000,PP8,20121004T150700000,PP9
20121004T113700000,PP8,20121004T150800000,PP9
20121004T113800000,PP8,20121004T150900000,PP9
20121004T113900000,PP8,20121004T151000000,PP9
20121004T114000000,PP8,20121004T151100000,PP9
20121004T114100000,PP8,20121004T151500000,PP9
20121004T114200000,PP8,20121004T151600000,PP9
20121004T114300000,PP8,20121004T151700000,PP9
20121004T114400000,PP8,20121004T151800000,PP9
20121004T114500000,PP8,20121004T151900000,PP9
20121004T114600000,PP8,20121004T152000000,PP9
20121004T114700000,PP8,20121004T152100000,PP9
20121004T114800000,PP8,20121004T152200000,PP9
20121004T114900000,PP8,20121004T152300000,PP9
20121004T115000000,PP8,20121004T152400000,PP9
20121004T115100000,PP8,20121004T152500000,PP9
20121004T115200000,PP8,20121004T152600000,PP9
20121004T115300000,PP8,20121004T152700000,PP9
20121004T115400000,PP8,20121004T152800000,PP9
20121004T115500000,PP8,20121004T152900000,PP9
20121004T115600000,PP8,20121004T153000000,PP9
20121004T115700000,PP8,20121004T153100000,PP9
20121004T115800000,PP8,20121004T153200000,PP9
20121004T115900000,PP8,20121004T153300000,PP9
20121004T120000000,PP8,20121004T153400000,PP9
20121004T120100000,PP8,20121004T153500000,PP9
20121004T120200000,PP8,20121004T153600000,PP9
20121004T120300000,PP8,20121004T153700000,PP9
20121004T120400000,PP8,20121004T153800000,PP9
20121004T120500000,PP8,20121004T153900000,PP9
20121004T120600000,PP8,20121004T154000000,PP9
20121004T120700000,PP8,20121004T154100000,PP9
20121004T120800000,PP8,20121004T155600000,PP9
20121004T120900000,PP8,20121004T155700000,PP9
20121004T121000000,PP8,20121004T155800000,PP9
20121004T121100000,PP8,20121004T155900000,PP9
20121004T135900000,PP9,20121004T160000000,PP9
20121004T140000000,PP9,20121004T160100000,PP9
20121004T140100000,PP9,20121004T160500000,PP9
20121004T140200000,PP9,20121004T160600000,PP9
20121004T140300000,PP9,20121004T160700000,PP9
20121004T140400000,PP9,20121004T160800000,PP9
20121004T140500000,PP9,20121004T160900000,PP9
20121004T140600000,PP9,20121004T161000000,PP9
20121004T140700000,PP9,20121004T161100000,PP9
20121004T140800000,PP9,20121004T161200000,PP9
20121004T140900000,PP9,20121004T161300000,PP9
20121004T141000000,PP9,20121004T161400000,PP9
20121004T141100000,PP9,20121004T161500000,PP9
20121004T141200000,PP9,20121004T161600000,PP9
20121004T141300000,PP9,20121004T161700000,PP9
20121004T141400000,PP9,20121004T161800000,PP9
20121004T141500000,PP9,20121004T161900000,PP9
20121004T141600000,PP9,20121004T162,PP9
20121004T141700000,PP9,20121004T162100000,PP9
20121004T141800000,PP9,20121004T162200000,PP9
20121004T141900000,PP9,20121004T162300000,PP9
20121004T142000000,PP9,20121004T162400000,PP9
20121004T142100000,PP9,20121004T162500000,PP9
20121004T142200000,PP9,20121004T162600000,PP9
20121004T142300000,PP9,20121004T162700000,PP9
20121004T142400000,PP9,20121004T162800000,PP9
20121004T142500000,PP9,20121004T162900000,PP9
20121004T142600000,PP9,20121004T163000000,PP9
20121004T142700000,PP9,20121004T163100000,PP9
20121004T142800000,PP9,20121004T163200000,PP9
20121004T142900000,PP9,20121004T163300000,PP9
20121004T143000000,PP9,20121004T163400000,PP9
20121004T143100000,PP9,20121004T163500000,PP9
20121004T143200000,PP9,20121004T163600000,PP9
20121004T143300000,PP9,20121004T163700000,PP9
20121004T143400000,PP9,20121004T163800000,PP9
20121004T143500000,PP9,20121004T163900000,PP9
20121004T143600000,PP9,20121004T164000000,PP9
20121004T143700000,PP9,20121004T164100000,PP9
20121004T143800000,PP9,20121004T164200000,PP9
20121004T143900000,PP9,20121004T164300000,PP9
20121004T144000000,PP9,20121008T131200000,PP10
20121004T144100000,PP9,20121008T131300000,PP10
20121004T144200000,PP9,20121008T131400000,PP10
20121004T144300000,PP9,20121008T131500000,PP10
20121004T144400000,PP9,20121008T131600000,PP10
20121004T144500000,PP9,20121008T131700000,PP10
20121004T144600000,PP9,20121008T132000000,PP10
20121004T144700000,PP9,20121008T132100000,PP10
20121004T144800000,PP9,20121008T132200000,PP10
20121004T144900000,PP9,20121008T132300000,PP10
20121004T145000000,PP9,20121008T132400000,PP10
20121004T145100000,PP9,20121008T132500000,PP10
20121004T150400000,PP9,20121008T132600000,PP10
20121004T150500000,PP9,20121008T132700000,PP10
20121004T150600000,PP9,20121008T132800000,PP10
20121004T150700000,PP9,20121008T132900000,PP10
20121004T150800000,PP9,20121008T133000000,PP10
20121004T150900000,PP9,20121008T133100000,PP10
20121004T151000000,PP9,20121008T133200000,PP10
20121004T151100000,PP9,20121008T133300000,PP10
20121004T151200000,PP9,20121008T133400000,PP10
20121004T151300000,PP9,20121008T133500000,PP10
20121004T151400000,PP9,20121008T133600000,PP10
20121004T151500000,PP9,20121008T133700000,PP10
20121004T151600000,PP9,20121008T133800000,PP10
20121004T151700000,PP9,20121008T133900000,PP10
20121004T151800000,PP9,20121008T134000000,PP10
20121004T151900000,PP9,20121008T134100000,PP10
20121004T152000000,PP9,20121008T134200000,PP10
20121004T152100000,PP9,20121008T134300000,PP10
20121004T152200000,PP9,20121008T134400000,PP10
20121004T152300000,PP9,20121008T134500000,PP10
20121004T152400000,PP9,20121008T134600000,PP10
20121004T152500000,PP9,20121008T134700000,PP10
20121004T152600000,PP9,20121008T134800000,PP10
20121004T152700000,PP9,20121008T134900000,PP10
20121004T152800000,PP9,20121008T135000000,PP10
20121004T152900000,PP9,20121008T135100000,PP10
20121004T153000000,PP9,20121008T135200000,PP10
20121004T153100000,PP9,20121008T135300000,PP10
20121004T153200000,PP9,20121008T135400000,PP10
20121004T153300000,PP9,20121008T135500000,PP10
20121004T153400000,PP9,20121008T135600000,PP10
20121004T153500000,PP9,20121008T135700000,PP10
20121004T153600000,PP9,20121008T135800000,PP10
20121004T153700000,PP9,20121008T135900000,PP10
20121004T153800000,PP9,20121008T140000000,PP10
20121004T153900000,PP9,20121008T140100000,PP10
20121004T154000000,PP9,20121008T140200000,PP10
20121004T154100000,PP9,20121008T142200000,PP10
20121004T154200000,PP9,20121008T142300000,PP10
20121004T154300000,PP9,20121008T142400000,PP10
20121004T155400000,PP9,20121008T142500000,PP10
20121004T155500000,PP9,20121008T142600000,PP10
20121004T155600000,PP9,20121008T142700000,PP10
20121004T155700000,PP9,20121008T143000000,PP10
20121004T155800000,PP9,20121008T143100000,PP10
20121004T155900000,PP9,20121008T143200000,PP10
20121004T160000000,PP9,20121008T143300000,PP10
20121004T160100000,PP9,20121008T143400000,PP10
20121004T160200000,PP9,20121008T143500000,PP10
20121004T160300000,PP9,20121008T143600000,PP10
20121004T160400000,PP9,20121008T143700000,PP10
20121004T160500000,PP9,20121008T143800000,PP10
20121004T160600000,PP9,20121008T143900000,PP10
20121004T160700000,PP9,20121008T144000000,PP10
20121004T160800000,PP9,20121008T144100000,PP10
20121004T160900000,PP9,20121008T144200000,PP10
20121004T161000000,PP9,20121008T144300000,PP10
20121004T161100000,PP9,20121008T144400000,PP10
20121004T161200000,PP9,20121008T144500000,PP10
20121004T161300000,PP9,20121008T144600000,PP10
20121004T161400000,PP9,20121008T144700000,PP10
20121004T161500000,PP9,20121008T144800000,PP10
20121004T161600000,PP9,20121008T144900000,PP10
20121004T161700000,PP9,20121008T145000000,PP10
20121004T161800000,PP9,20121008T145100000,PP10
20121004T161900000,PP9,20121008T145200000,PP10
20121004T162000000,PP9,20121008T145300000,PP10
20121004T162100000,PP9,20121008T145400000,PP10
20121004T162200000,PP9,20121008T145500000,PP10
20121004T162300000,PP9,20121008T145600000,PP10
20121004T162400000,PP9,20121008T145700000,PP10
20121004T162500000,PP9,20121008T145800000,PP10
20121004T162600000,PP9,20121008T145900000,PP10
20121004T162700000,PP9,20121008T150000000,PP10
20121004T162800000,PP9,20121008T150100000,PP10
20121004T162900000,PP9,20121008T150200000,PP10
20121004T163000000,PP9,20121008T150300000,PP10
20121004T163100000,PP9,20121008T150400000,PP10
20121004T163200000,PP9,20121008T150500000,PP10
20121004T163300000,PP9,20121008T150600000,PP10
20121004T163400000,PP9,20121008T150700000,PP10
20121004T163500000,PP9,20121008T150800000,PP10
20121004T163600000,PP9,20121008T150900000,PP10
20121004T163700000,PP9,20121008T151000000,PP10
20121004T163800000,PP9,20121008T153400000,PP10
20121004T163900000,PP9,20121008T153500000,PP10
20121004T164000000,PP9,20121008T153600000,PP10
20121004T164100000,PP9,20121008T153700000,PP10
20121004T164200000,PP9,20121008T153800000,PP10
20121004T164300000,PP9,20121008T153900000,PP10
20121004T164400000,PP9,20121008T154300000,PP10
20121004T164500000,PP9,20121008T154400000,PP10
20121008T131000000,PP10,20121008T154500000,PP10
20121008T131100000,PP10,20121008T154600000,PP10
20121008T131200000,PP10,20121008T154700000,PP10
20121008T131300000,PP10,20121008T154800000,PP10
20121008T131400000,PP10,20121008T154900000,PP10
20121008T131500000,PP10,20121008T155000000,PP10
20121008T131600000,PP10,20121008T155100000,PP10
20121008T131700000,PP10,20121008T155200000,PP10
20121008T131800000,PP10,20121008T155300000,PP10
20121008T131900000,PP10,20121008T155400000,PP10
20121008T132000000,PP10,20121008T155500000,PP10
20121008T132100000,PP10,20121008T155600000,PP10
20121008T132200000,PP10,20121008T155700000,PP10
20121008T132300000,PP10,20121008T155800000,PP10
20121008T132400000,PP10,20121008T155900000,PP10
20121008T132500000,PP10,20121008T160000000,PP10
20121008T132600000,PP10,20121008T160100000,PP10
20121008T132700000,PP10,20121008T160200000,PP10
20121008T132800000,PP10,20121008T160300000,PP10
20121008T132900000,PP10,20121008T160400000,PP10
20121008T133000000,PP10,20121008T160500000,PP10
20121008T133100000,PP10,20121008T160600000,PP10
20121008T133200000,PP10,20121008T160700000,PP10
20121008T133300000,PP10,20121008T160800000,PP10
20121008T133400000,PP10,20121009T092300000,PP11
20121008T133500000,PP10,20121009T092400000,PP11
20121008T133600000,PP10,20121009T092500000,PP11
20121008T133700000,PP10,20121009T092600000,PP11
20121008T133800000,PP10,20121009T092700000,PP11
20121008T133900000,PP10,20121009T092800000,PP11
20121008T134000000,PP10,20121009T093500000,PP11
20121008T134100000,PP10,20121009T093600000,PP11
20121008T134200000,PP10,20121009T093700000,PP11
20121008T134300000,PP10,20121009T093800000,PP11
20121008T134400000,PP10,20121009T093900000,PP11
20121008T134500000,PP10,20121009T094000000,PP11
20121008T134600000,PP10,20121009T094100000,PP11
20121008T134700000,PP10,20121009T094200000,PP11
20121008T134800000,PP10,20121009T094300000,PP11
20121008T134900000,PP10,20121009T094400000,PP11
20121008T135000000,PP10,20121009T094500000,PP11
20121008T135100000,PP10,20121009T094600000,PP11
20121008T135200000,PP10,20121009T094700000,PP11
20121008T135300000,PP10,20121009T094800000,PP11
20121008T135400000,PP10,20121009T094900000,PP11
20121008T135500000,PP10,20121009T095000000,PP11
20121008T135600000,PP10,20121009T095100000,PP11
20121008T135700000,PP10,20121009T095200000,PP11
20121008T135800000,PP10,20121009T095300000,PP11
20121008T135900000,PP10,20121009T095400000,PP11
20121008T140000000,PP10,20121009T095500000,PP11
20121008T140100000,PP10,20121009T095600000,PP11
20121008T140200000,PP10,20121009T095700000,PP11
20121008T140300000,PP10,20121009T095800000,PP11
20121008T140400000,PP10,20121009T095900000,PP11
20121008T142000000,PP10,20121009T100000000,PP11
20121008T142100000,PP10,20121009T100100000,PP11
20121008T142200000,PP10,20121009T100200000,PP11
20121008T142300000,PP10,20121009T100300000,PP11
20121008T142400000,PP10,20121009T100400000,PP11
20121008T142500000,PP10,20121009T100500000,PP11
20121008T142600000,PP10,20121009T100600000,PP11
20121008T142700000,PP10,20121009T100700000,PP11
20121008T142800000,PP10,20121009T100800000,PP11
20121008T142900000,PP10,20121009T100900000,PP11
20121008T143000000,PP10,20121009T101000000,PP11
20121008T143100000,PP10,20121009T101100000,PP11
20121008T143200000,PP10,20121009T101200000,PP11
20121008T143300000,PP10,20121009T101300000,PP11
20121008T143400000,PP10,20121009T101400000,PP11
20121008T143500000,PP10,20121009T101500000,PP11
20121008T143600000,PP10,20121009T103100000,PP11
20121008T143700000,PP10,20121009T103200000,PP11
20121008T143800000,PP10,20121009T103300000,PP11
20121008T143900000,PP10,20121009T103400000,PP11
20121008T144000000,PP10,20121009T103500000,PP11
20121008T144100000,PP10,20121009T103600000,PP11
20121008T144200000,PP10,20121009T104200000,PP11
20121008T144300000,PP10,20121009T104300000,PP11
20121008T144400000,PP10,20121009T104400000,PP11
20121008T144500000,PP10,20121009T104500000,PP11
20121008T144600000,PP10,20121009T104600000,PP11
20121008T144700000,PP10,20121009T104700000,PP11
20121008T144800000,PP10,20121009T104800000,PP11
20121008T144900000,PP10,20121009T104900000,PP11
20121008T145000000,PP10,20121009T105000000,PP11
20121008T145100000,PP10,20121009T105100000,PP11
20121008T145200000,PP10,20121009T105200000,PP11
20121008T145300000,PP10,20121009T105300000,PP11
20121008T145400000,PP10,20121009T105400000,PP11
20121008T145500000,PP10,20121009T105500000,PP11
20121008T145600000,PP10,20121009T105600000,PP11
20121008T145700000,PP10,20121009T105700000,PP11
20121008T145800000,PP10,20121009T105800000,PP11
20121008T145900000,PP10,20121009T105900000,PP11
20121008T150000000,PP10,20121009T110000000,PP11
20121008T150100000,PP10,20121009T110100000,PP11
20121008T150200000,PP10,20121009T110200000,PP11
20121008T150300000,PP10,20121009T110300000,PP11
20121008T150400000,PP10,20121009T110400000,PP11
20121008T150500000,PP10,20121009T110500000,PP11
20121008T150600000,PP10,20121009T110600000,PP11
20121008T150700000,PP10,20121009T110700000,PP11
20121008T150800000,PP10,20121009T110800000,PP11
20121008T150900000,PP10,20121009T112700000,PP11
20121008T151000000,PP10,20121009T112800000,PP11
20121008T151100000,PP10,20121009T112900000,PP11
20121008T151200000,PP10,20121009T113000000,PP11
20121008T151300000,PP10,20121009T113100000,PP11
20121008T153200000,PP10,20121009T113200000,PP11
20121008T153300000,PP10,20121009T113500000,PP11
20121008T153400000,PP10,20121009T113600000,PP11
20121008T153500000,PP10,20121009T113700000,PP11
20121008T153600000,PP10,20121009T113800000,PP11
20121008T153700000,PP10,20121009T113900000,PP11
20121008T153800000,PP10,20121009T114000000,PP11
20121008T153900000,PP10,20121009T114100000,PP11
20121008T154000000,PP10,20121009T114200000,PP11
20121008T154100000,PP10,20121009T114300000,PP11
20121008T154200000,PP10,20121009T114400000,PP11
20121008T154300000,PP10,20121009T114500000,PP11
20121008T154400000,PP10,20121009T114600000,PP11
20121008T154500000,PP10,20121009T114700000,PP11
20121008T154600000,PP10,20121009T114800000,PP11
20121008T154700000,PP10,20121009T114900000,PP11
20121008T154800000,PP10,20121009T115000000,PP11
20121008T154900000,PP10,20121009T115100000,PP11
20121008T155000000,PP10,20121009T115200000,PP11
20121008T155100000,PP10,20121009T115300000,PP11
20121008T155200000,PP10,20121009T115400000,PP11
20121008T155300000,PP10,20121009T115500000,PP11
20121008T155400000,PP10,20121009T115600000,PP11
20121008T155500000,PP10,20121009T115700000,PP11
20121008T155600000,PP10,20121009T115800000,PP11
20121008T155700000,PP10,20121009T115900000,PP11
20121008T155800000,PP10,20121009T120000000,PP11
20121008T155900000,PP10,20121009T120100000,PP11
20121008T160000000,PP10,20121009T120200000,PP11
20121008T160100000,PP10,20121009T120300000,PP11
20121008T160200000,PP10,20121009T120400000,PP11
20121008T160300000,PP10,20121009T120500000,PP11
20121008T160400000,PP10,20121009T120600000,PP11
20121008T160500000,PP10,20121009T120700000,PP11
20121008T160600000,PP10,20121009T120800000,PP11
20121008T160700000,PP10,20121009T120900000,PP11
20121008T160800000,PP10,20121009T121000000,PP11
20121008T160900000,PP10,20121009T121100000,PP11
20121008T161000000,PP10,20121009T121200000,PP11
20121008T161100000,PP10,20121009T121300000,PP11
20121009T092100000,PP11,20121009T121400000,PP11
20121009T092200000,PP11,20121009T121500000,PP11
20121009T092300000,PP11,20121009T150500000,PP12
20121009T092400000,PP11,20121009T150600000,PP12
20121009T092500000,PP11,20121009T150700000,PP12
20121009T092600000,PP11,20121009T150800000,PP12
20121009T092700000,PP11,20121009T150900000,PP12
20121009T092800000,PP11,20121009T151000000,PP12
20121009T092900000,PP11,20121009T151600000,PP12
20121009T093000000,PP11,20121009T151700000,PP12
20121009T093100000,PP11,20121009T151800000,PP12
20121009T093200000,PP11,20121009T151900000,PP12
20121009T093300000,PP11,20121009T152000000,PP12
20121009T093400000,PP11,20121009T152100000,PP12
20121009T093500000,PP11,20121009T152200000,PP12
20121009T093600000,PP11,20121009T152300000,PP12
20121009T093800000,PP11,20121009T152400000,PP12
20121009T093900000,PP11,20121009T152500000,PP12
20121009T094000000,PP11,20121009T152600000,PP12
20121009T094100000,PP11,20121009T152700000,PP12
20121009T094200000,PP11,20121009T152800000,PP12
20121009T094300000,PP11,20121009T152900000,PP12
20121009T094400000,PP11,20121009T153000000,PP12
20121009T094500000,PP11,20121009T153100000,PP12
20121009T094600000,PP11,20121009T153200000,PP12
20121009T094800000,PP11,20121009T153300000,PP12
20121009T094900000,PP11,20121009T153400000,PP12
20121009T095000000,PP11,20121009T153500000,PP12
20121009T095100000,PP11,20121009T153600000,PP12
20121009T095200000,PP11,20121009T153700000,PP12
20121009T095400000,PP11,20121009T153800000,PP12
20121009T095500000,PP11,20121009T153900000,PP12
20121009T095600000,PP11,20121009T154000000,PP12
20121009T095700000,PP11,20121009T154100000,PP12
20121009T095800000,PP11,20121009T154200000,PP12
20121009T095900000,PP11,20121009T154300000,PP12
20121009T100000000,PP11,20121009T154400000,PP12
20121009T100100000,PP11,20121009T154500000,PP12
20121009T100200000,PP11,20121009T154600000,PP12
20121009T100300000,PP11,20121009T154700000,PP12
20121009T100400000,PP11,20121009T154800000,PP12
20121009T100500000,PP11,20121009T154900000,PP12
20121009T100600000,PP11,20121009T155000000,PP12
20121009T100700000,PP11,20121009T155100000,PP12
20121009T100800000,PP11,20121009T155200000,PP12
20121009T100900000,PP11,20121009T155300000,PP12
20121009T101000000,PP11,20121009T155400000,PP12
20121009T101100000,PP11,20121009T155500000,PP12
20121009T101200000,PP11,20121009T155600000,PP12
20121009T101300000,PP11,20121009T155700000,PP12
20121009T101400000,PP11,20121009T161500000,PP12
20121009T101500000,PP11,20121009T161600000,PP12
20121009T101600000,PP11,20121009T161700000,PP12
20121009T101700000,PP11,20121009T161800000,PP12
20121009T102900000,PP11,20121009T161900000,PP12
20121009T103000000,PP11,20121009T162,PP12
20121009T103100000,PP11,20121009T162400000,PP12
20121009T103200000,PP11,20121009T162500000,PP12
20121009T103300000,PP11,20121009T162600000,PP12
20121009T103400000,PP11,20121009T162700000,PP12
20121009T103500000,PP11,20121009T162800000,PP12
20121009T103600000,PP11,20121009T162900000,PP12
20121009T103700000,PP11,20121009T163000000,PP12
20121009T103800000,PP11,20121009T163100000,PP12
20121009T103900000,PP11,20121009T163200000,PP12
20121009T104000000,PP11,20121009T163300000,PP12
20121009T104100000,PP11,20121009T163400000,PP12
20121009T104200000,PP11,20121009T163500000,PP12
20121009T104300000,PP11,20121009T163600000,PP12
20121009T104400000,PP11,20121009T163700000,PP12
20121009T104500000,PP11,20121009T163800000,PP12
20121009T104600000,PP11,20121009T163900000,PP12
20121009T104700000,PP11,20121009T164000000,PP12
20121009T104800000,PP11,20121009T164100000,PP12
20121009T104900000,PP11,20121009T164200000,PP12
20121009T105000000,PP11,20121009T164300000,PP12
20121009T105100000,PP11,20121009T164400000,PP12
20121009T105200000,PP11,20121009T164500000,PP12
20121009T105300000,PP11,20121009T164600000,PP12
20121009T105400000,PP11,20121009T164700000,PP12
20121009T105500000,PP11,20121009T164800000,PP12
20121009T105600000,PP11,20121009T164900000,PP12
20121009T105700000,PP11,20121009T165000000,PP12
20121009T105800000,PP11,20121009T165100000,PP12
20121009T105900000,PP11,20121009T165200000,PP12
20121009T110000000,PP11,20121009T165300000,PP12
20121009T110100000,PP11,20121009T165400000,PP12
20121009T110200000,PP11,20121009T165500000,PP12
20121009T110300000,PP11,20121009T165600000,PP12
20121009T110400000,PP11,20121009T165700000,PP12
20121009T110500000,PP11,20121009T165800000,PP12
20121009T110600000,PP11,20121009T165900000,PP12
20121009T110700000,PP11,20121009T170000000,PP12
20121009T110800000,PP11,20121009T170100000,PP12
20121009T110900000,PP11,20121009T170200000,PP12
20121009T111000000,PP11,20121009T170300000,PP12
20121009T112500000,PP11,20121009T170400000,PP12
20121009T112600000,PP11,20121009T170500000,PP12
20121009T112700000,PP11,20121009T172100000,PP12
20121009T112800000,PP11,20121009T172200000,PP12
20121009T112900000,PP11,20121009T172300000,PP12
20121009T113000000,PP11,20121009T172400000,PP12
20121009T113100000,PP11,20121009T172500000,PP12
20121009T113200000,PP11,20121009T172600000,PP12
20121009T113300000,PP11,20121009T173000000,PP12
20121009T113400000,PP11,20121009T173100000,PP12
20121009T113500000,PP11,20121009T173200000,PP12
20121009T113600000,PP11,20121009T173300000,PP12
20121009T113700000,PP11,20121009T173400000,PP12
20121009T113800000,PP11,20121009T173500000,PP12
20121009T113900000,PP11,20121009T173600000,PP12
20121009T114000000,PP11,20121009T173700000,PP12
20121009T114100000,PP11,20121009T173800000,PP12
20121009T114200000,PP11,20121009T173900000,PP12
20121009T114300000,PP11,20121009T174000000,PP12
20121009T114400000,PP11,20121009T174100000,PP12
20121009T114500000,PP11,20121009T174200000,PP12
20121009T114600000,PP11,20121009T174300000,PP12
20121009T114700000,PP11,20121009T174400000,PP12
20121009T114800000,PP11,20121009T174500000,PP12
20121009T114900000,PP11,20121009T174600000,PP12
20121009T115000000,PP11,20121009T174700000,PP12
20121009T115100000,PP11,20121009T174800000,PP12
20121009T115200000,PP11,20121009T174900000,PP12
20121009T115300000,PP11,20121009T175000000,PP12
20121009T115400000,PP11,20121009T175100000,PP12
20121009T115500000,PP11,20121009T175200000,PP12
20121009T115600000,PP11,20121009T175300000,PP12
20121009T115700000,PP11,20121009T175400000,PP12
20121009T115800000,PP11,20121009T175500000,PP12
20121009T115900000,PP11,20121009T175600000,PP12
20121009T120000000,PP11,20121010T092800000,PP13
20121009T120100000,PP11,20121010T092900000,PP13
20121009T120200000,PP11,20121010T093000000,PP13
20121009T120300000,PP11,20121010T093100000,PP13
20121009T120400000,PP11,20121010T093200000,PP13
20121009T120500000,PP11,20121010T093300000,PP13
20121009T120600000,PP11,20121010T093800000,PP13
20121009T120700000,PP11,20121010T093900000,PP13
20121009T120800000,PP11,20121010T094000000,PP13
20121009T120900000,PP11,20121010T094100000,PP13
20121009T121000000,PP11,20121010T094200000,PP13
20121009T121100000,PP11,20121010T094300000,PP13
20121009T121200000,PP11,20121010T094400000,PP13
20121009T121300000,PP11,20121010T094500000,PP13
20121009T121400000,PP11,20121010T094600000,PP13
20121009T121500000,PP11,20121010T094700000,PP13
20121009T121600000,PP11,20121010T094800000,PP13
20121009T121700000,PP11,20121010T094900000,PP13
20121009T150400000,PP12,20121010T095000000,PP13
20121009T151500000,PP12,20121010T095100000,PP13
20121009T151600000,PP12,20121010T095200000,PP13
20121009T151700000,PP12,20121010T095300000,PP13
20121009T151800000,PP12,20121010T095400000,PP13
20121009T151900000,PP12,20121010T095500000,PP13
20121009T152000000,PP12,20121010T095600000,PP13
20121009T152100000,PP12,20121010T095700000,PP13
20121009T152200000,PP12,20121010T095800000,PP13
20121009T152300000,PP12,20121010T095900000,PP13
20121009T152400000,PP12,20121010T100000000,PP13
20121009T152500000,PP12,20121010T100100000,PP13
20121009T152600000,PP12,20121010T100200000,PP13
20121009T152700000,PP12,20121010T100300000,PP13
20121009T152800000,PP12,20121010T100400000,PP13
20121009T152900000,PP12,20121010T100500000,PP13
20121009T153000000,PP12,20121010T100600000,PP13
20121009T153100000,PP12,20121010T100700000,PP13
20121009T153200000,PP12,20121010T100800000,PP13
20121009T153300000,PP12,20121010T100900000,PP13
20121009T153400000,PP12,20121010T101000000,PP13
20121009T153500000,PP12,20121010T101100000,PP13
20121009T153600000,PP12,20121010T101200000,PP13
20121009T153700000,PP12,20121010T101300000,PP13
20121009T153800000,PP12,20121010T101400000,PP13
20121009T153900000,PP12,20121010T101500000,PP13
20121009T154000000,PP12,20121010T101600000,PP13
20121009T154100000,PP12,20121010T101700000,PP13
20121009T154200000,PP12,20121010T101800000,PP13
20121009T154300000,PP12,20121010T101900000,PP13
