PP,C,timestamp,Squality,Sneutral,Shappy,Ssad,Sangry,Ssurprised,Sscared,Sdisgusted,Svalence,SyHeadOrientation,SxHeadOrientation,SzHeadOrientation,SmouthOpen,SleftEyeClosed,SrightEyeClosed,SleftEyebrowLowered,SleftEyebrowRaised,SrightEyebrowLowered,SrightEyebrowRaised,SgazeDirectionForward,SgazeDirectionLeft,SgazeDirectionRight,SAu01_InnerBrowRaiser,SAu02_OuterBrowRaiser,SAu04_BrowLowerer,SAu05_UpperLidRaiser,SAu06_CheekRaiser,SAu07_LidTightener,SAu09_NoseWrinkler,SAu10_UpperLipRaiser,SAu12_LipCornerPuller,SAu14_Dimpler,SAu15_LipCornerDepressor,SAu17_ChinRaiser,SAu20_LipStretcher,SAu23_LipTightener,SAu24_LipPressor,SAu25_LipsPart,SAu26_JawDrop,SAu27_MouthStretch,SAu43_EyesClosed
PP11,1,20121009T100300000,0885252805,0642875167,0058682725,0023409674,0001137713,0177447539,0002005261,0002840193,0034626122,4389046833,1383766241,0691982111,02578125,00703125,0109375,0,03125,0,02109375,03046875,01484375,0234375,12578125,09375,01640625,01640625,0,00703125,03671875,0,0,0609375,04921875,003125,00234375,00078125,0,06328125,0,0,015625
PP11,1,20121009T100400000,0833593973,0265500856,0009805597,0053654913,0003031921,0089825889,0006021218,0002196826,-004392674,0415772364,-6212267798,-2234810401,0,0291666667,00625,0,0631944444,0291666667,0152777778,04375,0166666667,0055555556,0069444444,0368055556,0180555556,1861111111,0,0,0048611111,0,0,0027777778,1875,3201388889,0111111111,0131944444,0208333333,0,0,0,06944444
PP11,1,20121009T100500000,0923654164,0560977608,0019856756,0016310214,802E-04,0209886982,0002863523,000727868,-0001177523,4138835726,-5841910257,-4163644202,0125714286,0028571429,0091428571,0,0108571429,0297142857,0022857143,0354285714,0434285714,0034285714,0091428571,0777142857,0817142857,0994285714,0337142857,0,012,0,0,008,0948571429,1017142857,032,0051428571,0017142857,0211428571,0005714286,0,0
PP11,1,20121009T100600000,0873038989,0764688231,0064088521,008146728,000217759,0060737309,0001487865,000279794,-0018035167,3626196472,2172628545,-014597951,0091549296,0176056338,0070422535,0,0014084507,0063380282,0007042254,0133802817,0084507042,023943662,0063380282,0232394366,0091549296,0246478873,0021126761,0,0330985915,0,0,1147887324,035915493,0028169014,0028169014,0,0,0197183099,0,0,014084507
PP11,1,20121009T100700000,088660269,0652267148,0045180501,0046089202,0001246805,0094773186,0004274044,0004263266,-0002160308,2485716421,4855591452,-3998812781,0173913043,0093167702,0080745342,0,0273291925,0093167702,0055900621,0378881988,0211180124,0167701863,0260869565,048447205,0397515528,0819875776,002484472,0,0,0,0,0670807453,097515528,0434782609,0652173913,0031055901,0,0316770186,0105590062,000621118,062111801
PP11,1,20121009T100800000,0904458794,0469789922,0010264832,0019798536,000129285,0273927691,0012872666,0001178063,-0010617396,0365962786,2484523787,-5165084924,0072289157,0,0,0,043373494,0361445783,0084337349,0614457831,0168674699,006626506,0331325301,0481927711,0975903614,2734939759,0,0,0210843373,0,0,0361445783,1090361446,0343373494,0,0012048193,0,0102409639,0024096386,0,0
PP11,1,20121009T100900000,08302715,0840431826,0043825638,0019110569,353E-04,0055826859,0001090822,0001203978,0024715069,1257869507,1665121722,2219903581,0185185185,0333333333,0185185185,0,0185185185,0259259259,0,0037037037,0074074074,0185185185,0074074074,062962963,0296296296,0222222222,0037037037,0,0259259259,0,0,1666666667,0111111111,1185185185,0111111111,0,0,0518518519,0,0,0
PP11,1,20121009T101000000,0882947658,0418928358,0032408671,0027573894,0017021063,0245699109,0026029536,0018385557,-0019931821,-1293625666,-2115003819,-3540077429,0296610169,0,0050847458,0,0330508475,0211864407,0084745763,0449152542,0237288136,0093220339,0245762712,0338983051,043220339,1745762712,0008474576,0,036440678,0,0025423729,0516949153,1474576271,1796610169,0228813559,0245762712,0,0584745763,0033898305,0,0
PP11,1,20121009T101100000,0821500045,0890451124,0098532887,0035900052,0002408167,0014830605,0001089391,0001768388,0060841232,1670815943,2767299146,0562918445,0,0184210526,0,0,0,0,0,0052631579,0,0552631579,0,0,0131578947,0526315789,0,0,0684210526,0,0,2157894737,0,0578947368,0,0026315789,0,0,0,0,0526315789
PP11,1,20121009T101200000,0865274238,056188759,0009819566,0046004078,0002987148,0208656097,0008935478,000476494,-0038219797,2775387126,-0886863726,-4052558271,0157894737,0052631579,0060150376,0,0345864662,0360902256,0157894737,0278195489,0293233083,0097744361,0781954887,0646616541,0706766917,1180451128,0,0037593985,0015037594,0,0,0105263158,1037593985,0872180451,007518797,0007518797,0,0255639098,0015037594,0067669173,060150376
PP11,1,20121009T101300000,0858426758,0809560981,0038580896,0060284605,0003522336,0051277394,363E-04,001586712,-0035266036,1096699552,1454093042,-195587041,025,025,0166666667,0,0277777778,0222222222,0,0222222222,0,025,0027777778,0472222222,0694444444,0027777778,0,0,0444444444,0,0,0861111111,0138888889,075,0,0,0,0694444444,0,0,0
PP11,1,20121009T101400000,088556578,0698873996,0042720801,0043860498,000112105,0194057093,0001491688,0001898395,-0001934129,2267416831,8026690411,-2668798492,0105691057,0024390244,0008130081,0024390244,0089430894,0170731707,0008130081,0382113821,0170731707,0097560976,0048780488,0333333333,0243902439,118699187,0,0016260163,0130081301,0,0,0365853659,062601626,0398373984,0008130081,0,0,0292682927,0008130081,0,024390244
PP11,1,20121009T101500000,0898078851,0811879167,0012518168,0080151948,0009720519,0058421322,0001504767,0003288081,-0070109606,7560169247,6479221227,-327520315,0054187192,0073891626,00591133,0078817734,0049261084,0507389163,0004926108,0246305419,0187192118,0251231527,0167487685,0256157635,1157635468,0650246305,0,0128078818,0034482759,0,0,0192118227,0187192118,0078817734,00591133,0,0,0123152709,0,0,019704433
PP11,1,20121009T101600000,0937911808,0405468732,0002502206,0048711374,778E-04,023113686,0003870464,0005585231,-0049310059,4451652386,-821458764,-5609866404,0349315068,0034246575,002739726,0,051369863,0171232877,0034246575,0589041096,0356164384,0006849315,0698630137,047260274,0328767123,1561643836,0020547945,0,0,0,0,0,148630137,1452054795,004109589,0006849315,0,0910958904,0,0,0
PP11,1,20121009T101700000,0885071512,0369874999,0007693274,0043736667,0002675824,0254964712,0007886456,0010906414,-0043440147,-5272642341,-2072338794,-295074231,0409090909,0075757576,0015151515,0,0742424242,0060606061,0212121212,0772727273,0045454545,0045454545,0818181818,0515151515,0181818182,0757575758,0,0333333333,0106060606,0121212121,0,0272727273,0742424242,0878787879,046969697,0545454545,0,0893939394,046969697,0,03030303
PP11,2,20121009T102900000,0861966121,0552822816,0041048713,0107312333,0003157067,0113407098,0004145744,0022038222,-0077114075,1074137168,-1177708297,1825033491,0356164384,002739726,0068493151,0356164384,0315068493,0643835616,004109589,0328767123,0397260274,0095890411,0054794521,0123287671,0493150685,004109589,0,0082191781,0301369863,0520547945,001369863,0342465753,0246575342,1054794521,0383561644,0095890411,0,0684931507,0205479452,0232876712,0136986301
PP11,2,20121009T103000000,0872064383,0587488401,0002067017,0139198737,0017723792,0070370351,001015784,0008746217,-0148595173,-977029541,-7832114943,-0181875833,0166666667,0,0133333333,0033333333,0033333333,0866666667,0,0533333333,0266666667,01,0033333333,0033333333,14,0633333333,0,01,01,0,0,0233333333,0833333333,1233333333,0333333333,0,0,04,0,0,0
PP11,2,20121009T103100000,0801046763,0311199055,339E-04,0197773895,0001774695,0001134589,223E-04,0008001952,-019743499,-7430668875,-71431775,0414157863,0,0,0,0375,0,0875,0,0625,025,0,0625,0,325,0375,0,0125,0125,0,0,0,3125,3125,0875,0,0,0,0,0,0
PP11,2,20121009T103200000,0927608171,0734907876,0010986131,0055123363,0005367489,0069672742,0002728354,0034329149,-0062398398,-1489792388,-4015518907,-6084782647,0262032086,0042780749,0069518717,0064171123,0122994652,0197860963,0112299465,0737967914,0021390374,0106951872,0032085561,0187165775,050802139,0294117647,0,013368984,0165775401,0053475936,0,0053475936,0229946524,0994652406,0197860963,0026737968,0,0631016043,0165775401,0058823529,0101604278
PP11,2,20121009T103300000,0941700799,0917201752,0024123824,0011324628,0003798667,0032629159,622E-04,768E-04,0010659583,-2312356933,-5336229936,-3244964496,0068669528,0030042918,0012875536,0120171674,0330472103,0128755365,0030042918,0815450644,0111587983,0008583691,0004291845,0120171674,0051502146,0051502146,0,0025751073,0,0,0,0,0068669528,0021459227,0021459227,0017167382,0,017167382,0,0064377682,038626609
PP11,2,20121009T103400000,0948778164,0924971031,0018066853,0015243199,0002897101,0005736559,151E-04,589E-04,0002771685,-1765435199,1725021108,-4258381151,0,0,0,00625,01796875,00625,0015625,08671875,0015625,0046875,0,0,0,0,0,00625,0,0,0,01640625,0,046875,003125,0,0,0,0,0,0
PP11,2,20121009T103500000,0922274522,072141553,0005525496,0052125726,0003979138,0018817152,698E-04,0005952255,-0049016268,-1108533155,-3228531862,-7759667495,0303703704,0022222222,0259259259,022962963,0,0066666667,0096296296,0733333333,0044444444,002962963,0,0,0,0,0,0548148148,0044444444,0,0,0,0207407407,137037037,0392592593,0,0007407407,0874074074,0,0,0355555556
PP11,2,20121009T103600000,0931518776,0624311049,0006061238,0123695116,0012046185,0029425146,0001448603,0007761798,-0120217212,-1199843806,-0932202577,-5907513505,0215789474,0094736842,0078947368,0173684211,0,0136842105,0,0763157895,0010526316,0042105263,0,0005263158,0263157895,0084210526,0015789474,0442105263,0089473684,0,0015789474,0105263158,0010526316,1563157895,0263157895,0042105263,0042105263,0457894737,0284210526,0,094736842
PP11,2,20121009T103700000,08992141,053745978,0012896042,0255449753,000680393,0004844802,457E-04,0003135541,-0242553714,-5952979453,-0055676792,-4273123477,0074074074,0037037037,0207407407,0274074074,0,0192592593,0,0733333333,0,0155555556,0,0,0281481481,0022222222,0,0044444444,0,0,0,0207407407,037037037,2251851852,0318518519,0,0,0148148148,0,0,022222222
PP11,2,20121009T103800000,0936142853,0655863021,0001199656,0175322762,000305296,0022864675,940E-04,00043373,-0174123107,-1011725873,5590089238,-7144725685,019047619,0023809524,0244047619,0285714286,0,0154761905,0,0625,0,0244047619,0,0005952381,0125,0,0,0005952381,0,0,0,0005952381,0273809524,130952381,0154761905,0017857143,0,0577380952,0154761905,0,06547619
PP11,2,20121009T103900000,0911429215,061343574,0003238449,0141743174,0001980318,0064983279,0003563101,0020807989,-0139127201,-6396892567,0264588889,-4790263283,0484076433,0101910828,0222929936,0152866242,0,0248407643,0025477707,0636942675,0044585987,0070063694,0006369427,0152866242,0222929936,021656051,0,0006369427,0261146497,0,0,0038216561,0152866242,227388535,0878980892,0,0,1165605096,0191082803,0,0280254777
PP11,2,20121009T104000000,0932724182,0518682559,562E-04,0061538493,700E-04,0313213738,0003927078,0004192444,-006116338,-3471892032,-6085814079,-3966563468,0653465347,0138613861,004950495,0475247525,0,004950495,0396039604,0465346535,0267326733,0128712871,0257425743,0297029703,0227722772,1138613861,0,0,0,0,0,0,104950495,1940594059,0920792079,001980198,0,1396039604,0495049505,0,03960396
PP11,2,20121009T104100000,0944527326,0421528653,890E-04,007237045,0001393551,0241657247,0002835474,0001625835,-0071497356,-2454566182,-8062622201,-5578708613,0320754717,0004716981,0004716981,0301886792,0004716981,0113207547,0514150943,0528301887,0410377358,0023584906,0400943396,0202830189,0136792453,1551886792,0,004245283,0023584906,0,0,0,1891509434,1306603774,0108490566,0,0,0537735849,008490566,0,0
PP11,2,20121009T104200000,0927800688,0314970384,0011387404,0032312409,605E-04,0284385435,0007229261,0003597892,-0021887075,-3564686119,-9316460512,-67561363,0457286432,0090452261,0020100503,0266331658,0145728643,0175879397,0226130653,0768844221,0195979899,0,0748743719,0954773869,0281407035,2542713568,0,0,0,0005025126,0,0,1879396985,175879397,0768844221,0025125628,0,1075376884,0130653266,0,0125628141
PP11,2,20121009T104300000,0939289221,0435551087,658E-04,004622344,298E-04,019793046,000537725,0005175503,-0048283523,-0676747491,-9061208298,-5711530743,0367256637,0013274336,0,0061946903,0061946903,0017699115,0115044248,0389380531,0579646018,0004424779,0561946903,0207964602,0402654867,2075221239,0004424779,0,0,0,0,0,1495575221,2132743363,0123893805,0030973451,0004424779,0880530973,0030973451,0017699115,0
PP11,2,20121009T104400000,0950055609,0368039053,142E-04,004239723,323E-04,0229920635,0006342059,0001319972,-004225485,-0431553074,-8908666468,-6223538817,0265700483,0,0,0033816425,015942029,0251207729,0077294686,054589372,0415458937,0014492754,0265700483,0024154589,0768115942,2671497585,0,0,0,0,0,0096618357,2014492754,1289855072,0072463768,0038647343,0,0463768116,0,0,0
PP11,2,20121009T104500000,0950017725,0418967586,0001188643,0055295958,000103837,0153138421,0002744336,0002069383,-005410746,-0669122203,-9749266555,-5363229362,0339285714,0013392857,0,0160714286,0013392857,03125,0017857143,0366071429,059375,0008928571,0330357143,0017857143,1044642857,1535714286,0,0,0,0,0,0,2477678571,0834821429,0026785714,0,0,0584821429,0017857143,0,0
PP11,2,20121009T104600000,0931982761,0359726428,0001867412,0051071582,0007262152,019568298,0004458733,0005785189,-0056380202,-134226277,-5902105091,-6190425826,0324873096,0121827411,0045685279,0025380711,0157360406,030964467,0020304569,0664974619,0223350254,0020304569,0355329949,0091370558,0979695431,1918781726,0010152284,0,0005076142,0005076142,0,0,2086294416,1598984772,0005076142,0,0,0654822335,0045685279,0,050761421
PP11,2,20121009T104700000,0951718305,0448499856,367E-04,0027310387,307E-04,028126734,0004828053,0001598677,-0026955584,-0519459317,-100434085,-587230095,0490909091,0009090909,0,0109090909,0040909091,0263636364,0040909091,0390909091,0581818182,0,0318181818,0009090909,0886363636,2181818182,0,0,0,0,0,0,1404545455,0913636364,0154545455,0,0,1036363636,0009090909,0,0
PP11,2,20121009T104800000,0933494467,0629138165,0005926448,0024927553,000124582,0133235653,0001996362,0005236807,-0021537238,-0762824261,-3071371139,-6352128069,0320261438,0058823529,0,0065359477,0437908497,0183006536,0130718954,0529411765,0307189542,0045751634,0294117647,0065359477,0673202614,1366013072,0032679739,0019607843,0006535948,0,0,0,1196078431,1235294118,0019607843,0,0,0830065359,0039215686,0,0
PP11,2,20121009T104900000,0945535806,0350300261,0002802801,007139699,814E-04,0272820399,000934021,0002212412,-0068769763,1887461553,-6713673184,-5701216304,0340101523,0015228426,0,0035532995,0091370558,0365482234,007106599,0502538071,045177665,0020304569,0527918782,0025380711,0771573604,2197969543,0015228426,0,0,0,0,0040609137,1446700508,0974619289,0121827411,0,0,0781725888,0060913706,0,0
PP11,2,20121009T105000000,0929079668,0510622948,0007040293,0059990711,0002888114,019419277,0004360926,0002359175,-0054430224,1526977954,-6785046188,-3788237683,0303738318,0004672897,0,0060747664,0130841121,0196261682,0098130841,0308411215,0485981308,011682243,0271028037,0191588785,0542056075,1257009346,0018691589,0,0093457944,0,0,0014018692,1528037383,0943925234,014953271,0,0,0626168224,0046728972,0,04672897
PP11,2,20121009T105100000,0924961515,0389203413,0004719387,0021912906,135E-04,0372503593,0005833307,0003736439,-0017264212,-173694717,-1098057984,-551583772,0237762238,0006993007,0,0020979021,0307692308,0062937063,0272727273,0384615385,0566433566,0006993007,0832167832,0006993007,0727272727,2195804196,0,0020979021,0132867133,0055944056,0,0090909091,113986014,0958041958,0601398601,0083916084,0,051048951,0027972028,0188811189,0
PP11,2,20121009T105200000,086877596,054329337,0031928474,0076719266,0003067536,0097350946,0002358012,0026978521,-0065770799,0155483658,2454649211,-1748371836,052173913,0195652174,0163043478,0184782609,0032608696,0336956522,0076086957,0391304348,0152173913,0086956522,0510869565,0467391304,0847826087,0434782609,0054347826,0032608696,0184782609,0,0,0097826087,0858695652,1456521739,0130434783,002173913,0,1554347826,0,0,0141304348
PP11,2,20121009T105300000,0871383614,0632360364,0043016254,0123524508,00022607,0057746647,0002144293,0030384458,-0099181473,073058189,1294803912,-1272360042,027027027,0162162162,0063063063,0036036036,0063063063,0234234234,0027027027,0207207207,0117117117,0207207207,0567567568,045045045,0756756757,027027027,0099099099,0009009009,0333333333,0009009009,0,0558558559,0585585586,1171171171,0,0,0,0765765766,0,0,045045045
PP11,2,20121009T105400000,0880655634,0439188483,0052817745,0037564505,0001111078,0197813341,0009123259,0056763191,-003645817,-1930537574,-4362906642,-2439200693,0621359223,027184466,0097087379,0116504854,0126213592,0436893204,0019417476,0417475728,0145631068,013592233,0398058252,0359223301,1067961165,1757281553,0553398058,0,0009708738,0038834951,0,0,0961165049,1368932039,0349514563,0,0,1825242718,0048543689,0009708738,038834951
PP11,2,20121009T105500000,0918388191,0318454032,327E-04,0110064307,190E-04,0226024612,0010422727,0004609768,-0109739956,1634701739,-4353159351,-3242417483,0366666667,0066666667,0,0088888889,0211111111,0266666667,0011111111,0455555556,0277777778,0133333333,1077777778,0655555556,0566666667,2111111111,0,0,0,0,0,0,2366666667,27,0066666667,0,0,0811111111,0088888889,0,033333333
PP11,2,20121009T105600000,0885136908,0364389346,0037098176,0076566157,0002170948,0330241774,0021653893,0002563801,-0039685686,3366165814,-1274027186,-2572628913,0285714286,0238095238,0035714286,0083333333,0130952381,0452380952,0047619048,0297619048,0238095238,0202380952,0785714286,1345238095,0369047619,1392857143,0,0,0035714286,0,0,0107142857,1214285714,0952380952,0238095238,0011904762,0,0607142857,0,0,025
PP11,2,20121009T105700000,089890534,0537487916,0006286042,0051702439,0001458666,0287853756,0004121309,000752463,-0049875513,2086323984,0233857332,-25579371,0453488372,0151162791,0023255814,0093023256,0058139535,0302325581,0,0441860465,0186046512,0209302326,0453488372,0581395349,0197674419,1511627907,0,0,0162790698,0,0,0023255814,0779069767,1581395349,0011627907,0,0,1313953488,0,0,058139535
PP11,2,20121009T105800000,0875984097,0498339524,0022480267,0100145642,0003115977,0115040156,0002452071,0003154101,-0078440779,1211823823,3537956733,-1675835426,0111111111,0236111111,0083333333,0111111111,0069444444,0416666667,0,0444444444,0138888889,0055555556,0347222222,0736111111,0583333333,0777777778,0,0,0208333333,0,0,0375,1555555556,1527777778,0236111111,0041666667,0,0180555556,0,0,041666667
PP11,2,20121009T105900000,0928460262,0550288279,000193155,0076465314,516E-04,0217862292,0005302734,0004333286,-007514056,-0379330167,-995414831,-2384462747,0360294118,0051470588,0,0051470588,0058823529,0272058824,0080882353,0272058824,0573529412,0102941176,0257352941,0735294118,0529411765,1139705882,0,0,0029411765,0,0007352941,0,1838235294,15,0117647059,0007352941,0,0772058824,0,0,036764706
PP11,2,20121009T110000000,0930389137,0477289089,000529642,0068126033,0008174625,0249558656,0005433495,0002895591,-0062979484,-1866693817,-6652847491,-479862171,0277777778,0092592593,0018518519,0030864198,0283950617,0185185185,0259259259,0407407407,0462962963,0055555556,1104938272,0351851852,0543209877,1172839506,0055555556,0,0012345679,0,0,0018518519,1524691358,0740740741,0080246914,0117283951,0,0641975309,0104938272,0,012962963
PP11,2,20121009T110100000,0874941434,0604391941,0073819332,0094829128,0010875352,0051132441,0002969285,0046969846,-0052335418,0885653043,1299095953,-1636297774,0273684211,0178947368,0073684211,0052631579,0021052632,0263157895,0010526316,02,0094736842,0273684211,0168421053,0347368421,0863157895,0357894737,0189473684,0,0094736842,0010526316,0,0336842105,0410526316,1042105263,0052631579,0,0,0726315789,0,0,063157895
PP11,2,20121009T110200000,074987594,0528991873,0085587164,0042885009,0002375253,000623,0001448002,0133132819,-0067691697,-1610527753,1098073245,-0722162907,0466666667,0733333333,02,0333333333,0066666667,0333333333,0066666667,0066666667,0066666667,0266666667,0,0,1866666667,0,0066666667,0133333333,04,0333333333,0,0466666667,0066666667,12,0066666667,0133333333,0,1533333333,0066666667,0133333333,0533333333
PP11,2,20121009T110300000,07442929,024222613,0221689294,004611061,316E-04,0083369328,0001499396,027149491,-0049805605,-4908315217,0005862939,-0684909832,0944444444,05,0611111111,0333333333,0,0333333333,0,0333333333,0111111111,0166666667,0,0111111111,1055555556,0055555556,1,0,0055555556,0,0,0,0,1777777778,0,0,0,3666666667,0388888889,0,0
PP11,2,20121009T110400000,086047189,0135052936,0012811534,0147739577,233E-04,0063480534,002772036,004939674,-0175173216,07612237,-576515745,-093410118,055,03,0,015,0,08,0,055,015,01,125,02,23,245,0,0,0,0,0,0,215,155,0,0,0,14,06,0,0
PP11,2,20121009T110500000,0888185109,0693582366,0054391465,0075329352,0002507631,0123292337,000334622,0001176348,-00210092,184510478,1355176471,-2367747012,0011235955,0146067416,0146067416,0,0348314607,0056179775,0011235955,0348314607,0033707865,0224719101,0685393258,0247191011,0146067416,0595505618,0,0,0101123596,0,0,0786516854,004494382,0359550562,004494382,0,0011235955,0011235955,0,0,033707865
PP11,2,20121009T110600000,0920758152,0541329681,0009008495,0067193663,963E-04,0178026121,0006535659,0008537198,-006053002,1962712137,5648208027,-284430986,0371621622,0162162162,0,0,05,0141891892,0101351351,0466216216,0175675676,0135135135,1324324324,1614864865,0391891892,0358108108,0,0006756757,0094594595,0006756757,0,0128378378,0966216216,1027027027,0202702703,0040540541,0,0777027027,0033783784,0,06756757
PP11,2,20121009T110700000,0911629105,0650636817,0013418125,0106415488,000199233,0041221426,860E-04,0013521611,-0096464468,-2483085756,4760741063,056252392,025,0046875,0,0,0390625,0015625,0015625,0234375,034375,0078125,090625,175,0046875,0015625,0,0046875,0171875,0,0,0046875,0390625,078125,0546875,0015625,0,0578125,0,0,015625
PP11,2,20121009T110800000,0868942237,080773118,619E-04,0095537247,0006930808,008518078,478E-04,0004229824,-0096795114,6321622817,-6459686093,-261802851,0,0133333333,0033333333,0433333333,01,0366666667,0,0533333333,0066666667,0033333333,0,04,1033333333,1266666667,0,0,0,0,0,0,0066666667,0666666667,0,0,0,0,0,0,066666667
PP11,2,20121009T110900000,0894520486,0559748434,577E-04,0134227916,0011787393,0141690941,0003716919,0002563075,-0134186336,4388354702,-852678835,-2967436684,0058139535,0023255814,0,0046511628,0290697674,0639534884,0011627907,05,0093023256,0093023256,0313953488,0779069767,1697674419,0697674419,0,0011627907,0023255814,0,0,0,1290697674,1093023256,0034883721,0,0,0093023256,0,0,0
PP11,2,20121009T111000000,092109505,063086063,0008215296,0100122594,0006209566,0073870314,0003121679,0014581798,-0105608502,-605936191,0725688813,-3249164078,0438596491,000877193,0,0184210526,0114035088,0131578947,0263157895,0535087719,0210526316,0052631579,0359649123,101754386,0368421053,0324561404,000877193,001754386,0096491228,0,0,0184210526,0438596491,2,0385964912,0070175439,0,099122807,0263157895,0,0
PP11,3,20121009T112500000,0806518467,0231684943,0042996558,0227123767,0009272396,0014666635,0001525837,0002976894,-0184127202,-0887549872,7346395033,-27015374,0611111111,0,0,0166666667,0,0611111111,0,0388888889,0,05,0,0666666667,0277777778,0,0,0111111111,0666666667,0,0111111111,0,0722222222,0833333333,0,0055555556,0,1611111111,0,0111111111,0
PP11,3,20121009T112600000,0924940399,0652422835,0008645662,0042200672,0025190502,0072046105,0002757638,0005073463,-0052026946,-9656023084,-3564706427,-3464524739,0286549708,0134502924,0093567251,0391812865,001754386,0152046784,0374269006,065497076,0192982456,0029239766,0076023392,0076023392,0701754386,0081871345,0,0023391813,0029239766,0076023392,0,0011695906,0023391813,1304093567,0444444444,0134502924,001754386,0701754386,0052631579,0046783626,0292397661
PP11,3,20121009T112700000,0949915742,0882124454,0002999413,0033493776,0004557514,0011620169,284E-04,532E-04,-0030494362,-1837664073,-1385041889,-2969777963,0004608295,0,0004608295,0207373272,000921659,0036866359,0405529954,097235023,0,0,0,0,001843318,0,0,0,0,0,0,0,0,0419354839,0244239631,0013824885,0,001843318,0,0,0
PP11,3,20121009T112800000,0946680033,0824375379,0002859475,0042128478,0010146834,0019452229,219E-04,0002955172,-0040620887,-137921945,7049391925,-1067558027,0163179916,0,0046025105,0058577406,0,0054393305,0,0476987448,0,0506276151,0,0,0041841004,0008368201,0,00041841,0,0,0,0037656904,0033472803,0887029289,009623431,0,0,0414225941,0033472803,0,041841
PP11,3,20121009T112900000,0934394475,0807068426,0015176908,0093522401,0006627171,0020090235,507E-04,0004127945,-008085751,-1314074969,842651124,-1063353311,0120603015,0030150754,0095477387,0110552764,0,0130653266,0,0311557789,0,059798995,0,0025125628,0100502513,0,0,0020100503,0110552764,0020100503,0,0020100503,0020100503,064321608,0025125628,0,0,0185929648,0010050251,0070351759,085427136
PP11,3,20121009T113000000,0934127268,0675730625,0005815707,0162060861,0004444697,0054411974,0001927943,0015059636,-0161944172,-1189223059,1049502604,-9570545292,027027027,0054054054,0337837838,0412162162,0,0405405405,0006756757,0317567568,0006756757,0567567568,0,0114864865,0283783784,0114864865,0027027027,0,0405405405,0054054054,0,0040540541,0148648649,102027027,0040540541,0,0,0817567568,0060810811,0087837838,027027027
PP11,3,20121009T113100000,094757051,0815628262,0001274435,0084701156,00050602,0019145544,864E-04,716E-04,-008365132,-1358058834,-2633585451,-8036460777,0054545455,0,0,0468181818,0,0381818182,0,0945454545,0018181818,0004545455,0,0,0272727273,0004545455,0,0,0,0,0,0,0,0718181818,0086363636,0,0,0190909091,0004545455,0,0
PP11,3,20121009T113200000,0942205228,0804087623,0001507306,0091163073,0010018843,0028834409,723E-04,0001464,-0091250092,-1428175668,0007193835,-7581188954,0148717949,0015384615,0056410256,0769230769,0,0276923077,0,0882051282,0,0030769231,0,001025641,0256410256,0005128205,0,0,0,0,0,0,0,0605128205,0046153846,0005128205,0,0235897436,0,0,041025641
PP11,3,20121009T113300000,094185755,0879729395,0002524259,002497467,0011397186,0013668588,0004942482,0001201055,-0024744412,-1767678615,-0832514064,-1278886404,0,0,0,0516587678,0,0004739336,0,0957345972,0,0023696682,0,0004739336,0,0061611374,0,0184834123,0,0,0,0,0,0004739336,0,0004739336,0,0,0,0,0
PP11,3,20121009T113400000,0899642282,0485199245,0031026358,0196411714,001039434,0117989158,0012925579,0018909198,-0173651822,-884984803,284557175,-1514252417,0434782609,0141304348,0282608696,047826087,002173913,0586956522,0,0369565217,0010869565,0434782609,0,0,0554347826,0706521739,0,0010869565,0065217391,0239130435,0,0173913043,0554347826,1173913043,0119565217,0,0,1065217391,002173913,0445652174,0260869565
PP11,3,20121009T113500000,0943539423,0397281346,129E-04,0084497532,414E-04,0101316462,0010471199,0004251965,-0084420928,-2428946155,-6838015784,-5130944821,0256521739,0026086957,0,0491304348,0,0126086957,0043478261,0660869565,0282608696,0026086957,0056521739,0034782609,0447826087,2426086957,0,0,0,0,0,0008695652,2291304348,272173913,0160869565,0069565217,0,0382608696,0008695652,0,0
PP11,3,20121009T113600000,089248948,0451649593,0001626882,0045842092,0001785438,0061281717,0007615775,0004689496,-0044327233,-7401137523,-8533400513,-7183759983,0174468085,0,0004255319,0868085106,0,0353191489,0034042553,0923404255,0072340426,0,0008510638,0004255319,145106383,2804255319,0,0,0217021277,0012765957,0,0059574468,1506382979,3025531915,0059574468,0012765957,0012765957,0340425532,0004255319,0025531915,0
PP11,3,20121009T113700000,0950318656,0452490547,328E-04,0032725312,800E-04,0172301138,0009939459,0001604101,-0032445659,-6593356679,-904870184,-5352074615,0079831933,0033613445,0004201681,0546218487,0,0214285714,0033613445,0680672269,0294117647,0004201681,0,0,0147058824,2579831933,0,0,0,0,0,0,2029411765,1785714286,0147058824,0079831933,0,0130252101,0,0,04201681
PP11,3,20121009T113800000,0954596448,0379436714,147E-04,0043264391,0002119773,0249010087,0023522167,0001861464,-0043117868,0205997896,-7666170856,-6766820972,0181372549,0014705882,0,0519607843,0,0196078431,0,0808823529,0166666667,0009803922,0009803922,0078431373,0352941176,3049019608,0,0,0,0,0,0,1818627451,1338235294,0235294118,0,0,0294117647,0009803922,0,04901961
PP11,3,20121009T113900000,0953899236,0397353788,106E-04,0032359375,280E-04,0171358765,0023465425,0002617379,-0032324131,0289433878,-5845006169,-6959529173,0297777778,0008888889,0,032,0,0231111111,0017777778,0857777778,0124444444,0004444444,0,0,012,2977777778,0,0,0,0,0,0,1964444444,172,0071111111,0,0,0422222222,0017777778,0,0
